!distain	!distain		Remote Control	S:\Music\!distain\Unknown Album\!distain - Remote Control.mp3
2Cellos	2Cellos	Youtube	Hurt	S:\Music\2Cellos\Youtube\2Cellos - Hurt.mp3
Frank Sinatra	Frank Sinatra	Various albums	Something Stupid (Duet with Nancy Sinatra)	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 03 - Something Stupid (Duet with Nancy Sinatra).mp3
Frank Sinatra	Frank Sinatra	Various albums	Moon River	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 04 - Moon River.mp3
Frank Sinatra	Frank Sinatra	Various albums	Star Dust	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 04 - Star Dust.mp3
Frank Sinatra	Frank Sinatra	Various albums	The Best Is Yet to Come	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 04 - The Best Is Yet to Come.mp3
Frank Sinatra	Frank Sinatra	Various albums	Deep In A Dream	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 05 - Deep In A Dream.mp3
Frank Sinatra	Frank Sinatra	Various albums	Moonlight in Vermont	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 05 - Moonlight in Vermont.mp3
Frank Sinatra	Frank Sinatra	Various albums	What Now My Love	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 05 - What Now My Love.mp3
Frank Sinatra	Frank Sinatra	Various albums	Summer Wind	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 06 - Summer Wind.mp3
Frank Sinatra	Frank Sinatra	Various albums	Try a Little Tenderness	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 06 - Try a Little Tenderness.mp3
Frank Sinatra	Frank Sinatra	Various albums	Mrs. Robinson	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 07 - Mrs. Robinson.mp3
Frank Sinatra	Frank Sinatra	Various albums	Love Is Here To Stay	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 08 - Love Is Here To Stay.mp3
Frank Sinatra	Frank Sinatra	Various albums	You Make Me Feel So Young	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 09 - You Make Me Feel So Young.mp3
Frank Sinatra	Frank Sinatra	Various albums	Crazy Love	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 10 - Crazy Love.mp3
Frank Sinatra	Frank Sinatra	Various albums	Embraceable You	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 10 - Embraceable You.mp3
Frank Sinatra	Frank Sinatra	Various albums	For Once In My Life	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 10 - For Once In My Life.mp3
Frank Sinatra	Frank Sinatra	Various albums	Love And Marriage	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 10 - Love And Marriage.mp3
Frank Sinatra	Frank Sinatra	Various albums	Beyond the Sea	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 11 - Beyond the Sea.mp3
Frank Sinatra	Frank Sinatra	Various albums	Blue Skies	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 11 - Blue Skies.mp3
Frank Sinatra	Frank Sinatra	Various albums	Yesterday	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 11 - Yesterday.mp3
Frank Sinatra	Frank Sinatra	Various albums	How do you keep the music playing	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 12 - How do you keep the music playing.mp3
Frank Sinatra	Frank Sinatra	Various albums	One for My Baby (And One More for the Road)	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 12 - One for My Baby (And One More for the Road).mp3
Frank Sinatra	Frank Sinatra	Various albums	Softly As I Leave You	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 12 - Softly As I Leave You.mp3
Frank Sinatra	Frank Sinatra	Various albums	The Lady Is A Tramp	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 14 - The Lady Is A Tramp.mp3
Frank Sinatra	Frank Sinatra	Various albums	My Way	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 16 - My Way.mp3
Frank Sinatra	Frank Sinatra	Various albums	Oh, How I Miss You Tonight	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 16 - Oh, How I Miss You Tonight.mp3
Frank Sinatra	Frank Sinatra	Various albums	Cycles	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 17 - Cycles.mp3
Frank Sinatra	Frank Sinatra	Various albums	New York New York	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 18 - New York New York.mp3
Frank Sinatra	Frank Sinatra	Various albums	Nice 'N' Easy	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 20 - Nice 'N' Easy.mp3
Frank Sinatra	Frank Sinatra	Various albums	The Brooklyn Bridge	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 26 - The Brooklyn Bridge.mp3
Frank Sinatra	Frank Sinatra	Various albums	I Get A Kick Out Of You	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - 37 - I Get A Kick Out Of You.mp3
Frank Sinatra	Frank Sinatra	Various albums	Bewitched	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Bewitched.mp3
Frank Sinatra	Frank Sinatra	Various albums	Cheek To Cheek	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Cheek To Cheek.mp3
Frank Sinatra	Frank Sinatra	Various albums	East of the Sun (and West of the Moon)	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - East of the Sun (and West of the Moon).mp3
Frank Sinatra	Frank Sinatra	Various albums	Goodnight Irene	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Goodnight Irene.mp3
Frank Sinatra	Frank Sinatra	Various albums	I did it my way	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - I did it my way.mp3
Frank Sinatra	Frank Sinatra	Various albums	I Would Be in Love Anyway	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - I Would Be in Love Anyway.mp3
Frank Sinatra	Frank Sinatra	Various albums	I've Got You Under My Skin	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - I've Got You Under My Skin.mp3
Frank Sinatra	Frank Sinatra	Various albums	It Had To Be You	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - It Had To Be You.mp3
Frank Sinatra	Frank Sinatra	Various albums	Luck Be A Lady (Live)	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Luck Be A Lady (Live).mp3
Frank Sinatra	Frank Sinatra	Various albums	Lush Life	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Lush Life.mp3
Frank Sinatra	Frank Sinatra	Various albums	More (theme From Mondo Cane)	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - More (theme From Mondo Cane).mp3
Frank Sinatra	Frank Sinatra	Various albums	September Song	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - September Song.mp3
Frank Sinatra	Frank Sinatra	Various albums	Singing In The Rain	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Singing In The Rain.mp3
Frank Sinatra	Frank Sinatra	Various albums	Sweet Caroline	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Sweet Caroline.mp3
Frank Sinatra	Frank Sinatra	Various albums	That's Amore	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - That's Amore.mp3
Frank Sinatra	Frank Sinatra	Various albums	The Girl From Ipanema	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - The Girl From Ipanema.mp3
Frank Sinatra	Frank Sinatra	Various albums	The Girl Next Door	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - The Girl Next Door.mp3
Frank Sinatra	Frank Sinatra	Various albums	They Can't Take That Away From Me	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - They Can't Take That Away From Me.mp3
Frank Sinatra	Frank Sinatra	Various albums	Three Coins in the Fountain	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Three Coins in the Fountain.mp3
Frank Sinatra	Frank Sinatra	Various albums	Unforgettable	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Unforgettable.mp3
Frank Sinatra	Frank Sinatra	Various albums	What A Wonderful World	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - What A Wonderful World.mp3
Frank Sinatra	Frank Sinatra	Various albums	When I Was Seventeen	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - When I Was Seventeen.mp3
Frank Sinatra	Frank Sinatra	Various albums	Witchcraft	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Witchcraft.mp3
Frank Sinatra	Frank Sinatra	Various albums	Young at Heart	S:\Music\Frank Sinatra\Various albums\Frank Sinatra - Young at Heart.mp3
Frank Wildhorn	Frank Wildhorn	Scarlet Pimpernel	Storybook	S:\Music\Frank Wildhorn\Scarlet Pimpernel\Frank Wildhorn - 01 - Storybook.mp3
Frankie Avalon	Frankie Avalon		Venus	S:\Music\Frankie Avalon\Unknown Album\Frankie Avalon - Venus.mp3
Frankie Ford	Frankie Ford		Sea Cruise	S:\Music\Frankie Ford\Unknown Album\Frankie Ford - Sea Cruise.mp3
Frankie Lymon and the Teenagers	Frankie Lymon and the Teenagers		Goody Goody	S:\Music\Frankie Lymon and the Teenagers\Unknown Album\Frankie Lymon and the Teenagers - Goody Goody.mp3
Frankie Lymon and the Teenagers	Frankie Lymon and the Teenagers		Share	S:\Music\Frankie Lymon and the Teenagers\Unknown Album\Frankie Lymon and the Teenagers - Share.mp3
Frankie Lymon and the Teenagers	Frankie Lymon and the Teenagers		Why Do Fools Fall in Love	S:\Music\Frankie Lymon and the Teenagers\Unknown Album\Frankie Lymon and the Teenagers - Why Do Fools Fall in Love.mp3
Frankie Valli	Frankie Valli		Swearin' to God	S:\Music\Frankie Valli\Unknown Album\Frankie Valli - Swearin' to God.mp3
Frankie Valli and the Four Seasons	Frankie Valli and the Four Seasons		Can't Take My Eyes Off of You	S:\Music\Frankie Valli and the Four Seasons\Unknown Album\Frankie Valli and the Four Seasons - Can't Take My Eyes Off of You.mp3
Frankie Valli and the Four Seasons	Frankie Valli and the Four Seasons		Candy Girl	S:\Music\Frankie Valli and the Four Seasons\Unknown Album\Frankie Valli and the Four Seasons - Candy Girl.mp3
Frankie Valli and the Four Seasons	Frankie Valli and the Four Seasons		Dawn (Go Away)	S:\Music\Frankie Valli and the Four Seasons\Unknown Album\Frankie Valli and the Four Seasons - Dawn (Go Away).mp3
Frankie Valli and the Four Seasons	Frankie Valli and the Four Seasons		I've Got You Under My Skin	S:\Music\Frankie Valli and the Four Seasons\Unknown Album\Frankie Valli and the Four Seasons - I've Got You Under My Skin.mp3
Frankie Valli and the Four Seasons	Frankie Valli and the Four Seasons		Lets Hang on	S:\Music\Frankie Valli and the Four Seasons\Unknown Album\Frankie Valli and the Four Seasons - Lets Hang on.mp3
Frankie Valli and the Four Seasons	Frankie Valli and the Four Seasons		Ronnie	S:\Music\Frankie Valli and the Four Seasons\Unknown Album\Frankie Valli and the Four Seasons - Ronnie.mp3
Frankie Vallie	Frankie Vallie		My Eyes Adore You	S:\Music\Frankie Vallie\Unknown Album\Frankie Vallie - My Eyes Adore You.mp3
Franz von Suppe	Franz von Suppe	100 Masterpieces Vol. 6 (1842-1853)	Poet and the Peasant - Overture	S:\Music\Franz von Suppe\100 Masterpieces Vol. 6 (1842-1853)\Franz von Suppe - 10 - Poet and the Peasant - Overture.mp3
Freaky Nasty	Freaky Nasty		When I Dip You Dip We Dip	S:\Music\Freaky Nasty\Unknown Album\Freaky Nasty - When I Dip You Dip We Dip.mp3
Freda Payne	Freda Payne		Band of Gold	S:\Music\Freda Payne\Unknown Album\Freda Payne - Band of Gold.mp3
FreddeGredde	FreddeGredde	Youtube	Wind Waker Unplugged	S:\Music\FreddeGredde\Youtube\FreddeGredde - Wind Waker Unplugged.mp3
Freddie Ashby	Freddie Ashby	2002: We Believe	Come Thou Fount	S:\Music\Freddie Ashby\2002_ We Believe\Freddie Ashby - 09 - Come Thou Fount.mp3
Freddie Cannon	Freddie Cannon		Palisades Park	S:\Music\Freddie Cannon\Unknown Album\Freddie Cannon - Palisades Park.mp3
Front 242	Front 242	Front by Front (Re-Release)	Headhunter V1.0	S:\Music\Front 242\Front by Front (Re-Release)\Front 242 - 11 - Headhunter V1.0.mp3
Front 242	Front 242		Masterhit (Pts. 1 and 2)	S:\Music\Front 242\Unknown Album\Front 242 - Masterhit (Pts. 1 and 2).mp3
Frédéric Chopin	Frédéric Chopin		Fantasie Impromptu	S:\Music\Frédéric Chopin\Unknown Album\Frédéric Chopin - Fantasie Impromptu.mp3
Funkadelic	Funkadelic	Maggot Brain	Maggot Brain	S:\Music\Funkadelic\Maggot Brain\Funkadelic - 01 - Maggot Brain.mp3
Futurecop!	Futurecop!		Lost Love ft DWNTWN	S:\Music\Futurecop!\Unknown Album\Futurecop! - Lost Love ft DWNTWN.mp3
Galantis & Hook N Sling	Galantis & Hook N Sling	Hitzone 80	Love On Me	S:\Music\Galantis & Hook N Sling\Hitzone 80\Galantis & Hook N Sling - 16 - Love On Me.mp3
Gary Puckett and the Union Gap	Gary Puckett and the Union Gap		Woman, Woman	S:\Music\Gary Puckett and the Union Gap\Unknown Album\Gary Puckett and the Union Gap - Woman, Woman.mp3
Gary Puckett and the Union Gap	Gary Puckett and the Union Gap		Young Girl	S:\Music\Gary Puckett and the Union Gap\Unknown Album\Gary Puckett and the Union Gap - Young Girl.mp3
Gavin Friday	Gavin Friday		Angel 	S:\Music\Gavin Friday\Unknown Album\Gavin Friday - Angel.mp3
Gem Club	Gem Club		Braid	S:\Music\Gem Club\Unknown Album\Gem Club - Braid.mp3
Gene Chandler	Gene Chandler		Duke of Earl	S:\Music\Gene Chandler\Unknown Album\Gene Chandler - Duke of Earl.mp3
George Krupa and His Orchestra	Gene Krupa	Ken Burns Jacc [Disc 3]	Drum Boogie	S:\Music\Gene Krupa\Ken Burns Jacc [Disc 3]\George Krupa and His Orchestra - 08 - Drum Boogie.mp3
Gene Pitney	Gene Pitney		A Town Without Pity	S:\Music\Gene Pitney\Unknown Album\Gene Pitney - A Town Without Pity.mp3
Gene Vincent	Gene Vincent		Be Bop a Lula	S:\Music\Gene Vincent\Unknown Album\Gene Vincent - Be Bop a Lula.mp3
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Once Upon a Time	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 01 - Once Upon a Time.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Fallen Down	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 02 - Fallen Down.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Ruins	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 03 - Ruins.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Enemy Approaching	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 04 - Enemy Approaching.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Determination	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 05 - Determination.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Home	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 06 - Home.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Heartache	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 07 - Heartache.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Snowdin Town	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 08 - Snowdin Town.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Waterfall	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 09 - Waterfall.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Another Medium	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 10 - Another Medium.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Undertale	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 11 - Undertale.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	SAVE the World	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 12 - SAVE the World.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Reunited	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 13 - Reunited.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Undertale: Improvisations	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 14 - Undertale_ Improvisations.m4a
GENTLE LOVE	GENTLE LOVE	Prescription for Sleep: Undertale	Finally Home (Original)	S:\Music\GENTLE LOVE\Prescription for Sleep_ Undertale\GENTLE LOVE - 15 - Finally Home (Original).m4a
George Clinton and Parliament Funkadelic	George Clinton		We Want The Funk	S:\Music\George Clinton\Unknown Album\George Clinton and Parliament Funka - We Want The Funk.mp3
George Strait	George Strait	The Road Less Travelled	Run	S:\Music\George Strait\The Road Less Travelled\George Strait - 01 - Run.mp3
Gigi D'Agostino	Gigi D'Agostino		I'll Fly With You (radio edit)	S:\Music\Gigi D'Agostino\Unknown Album\Gigi D'Agostino - 01 - I'll Fly With You (radio edit).mp3
Gigi D'Agostino	Gigi D'Agostino		I'll Fly With You (Original Version)	S:\Music\Gigi D'Agostino\Unknown Album\Gigi D'Agostino - I'll Fly With You (Original Version).mp3
Gilbert O'Sullivan	Gilbert O'Sullivan		Alone Again (Naturally)	S:\Music\Gilbert O'Sullivan\Unknown Album\Gilbert O'Sullivan - Alone Again (Naturally).mp3
Ginuwine	Ginuwine	The Life	My Whole Life has Changed	S:\Music\Ginuwine\The Life\Ginuwine - 01 - My Whole Life has Changed.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Soft Machine	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 01 - Soft Machine.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Boogie for an Afternoon	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 02 - Boogie for an Afternoon.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Twisted Reality	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 03 - Twisted Reality.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Flyin' To Your Heart	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 04 - Flyin' To Your Heart.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	'Bee' Jam Blues	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 05 - 'Bee' Jam Blues.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	VOID	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 06 - VOID.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Nuff Respect featuring 'NAHKI'	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 07 - Nuff Respect featuring 'NAHKI'.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	The Legendary Theme (acoustic)	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 08 - The Legendary Theme (acoustic).mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Born To Be Bone	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 09 - Born To Be Bone.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Tainted Lovers	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 10 - Tainted Lovers.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Overpass	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 11 - Overpass.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	The Legendary Theme	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 12 - The Legendary Theme.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Resurrection	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 13 - Resurrection.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	21st Century Boy	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 14 - 21st Century Boy.mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Twisted Reality (Ropeland Mix)	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 15 - Twisted Reality (Ropeland Mix).mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	The Legendary Theme (Acoustic RM)	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 16 - The Legendary Theme (Acoustic RM).mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	The Legendary Theme (Album RM)	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 17 - The Legendary Theme (Album RM).mp3
Gitaroo Man	Gitaroo Man	Gitaroo Man OST	Resurrection (RM)	S:\Music\Gitaroo Man\Gitaroo Man OST\Gitaroo Man - 18 - Resurrection (RM).mp3
Glenn Miller & His Orchestra	Glenn Miller	Glenn Miller, Vol. 3	A String of Pearls	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller & His Orchestra - 01 - A String of Pearls.mp3
Glenn Miller	Glenn Miller	Glenn Miller, Vol. 3	Moonlight Serenade	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller - 02 - Moonlight Serenade.mp3
Glenn Miller	Glenn Miller	Glenn Miller, Vol. 3	Chattanooga Choo Choo	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller - 03 - Chattanooga Choo Choo.mp3
Glenn Miller	Glenn Miller	Glenn Miller, Vol. 3	Caribbean Clipper	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller - 05 - Caribbean Clipper.mp3
Glenn Miller	Glenn Miller	Glenn Miller, Vol. 3	Music Makers	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller - 06 - Music Makers.mp3
Glenn Miller	Glenn Miller	Glenn Miller, Vol. 3	Blueberry Hill	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller - 07 - Blueberry Hill.mp3
Glenn Miller	Glenn Miller	Glenn Miller, Vol. 3	The Very Thought of You	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller - 08 - The Very Thought of You.mp3
Glenn Miller	Glenn Miller	Glenn Miller, Vol. 3	I Dream of Jeannie With the Light Brown Hair	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller - 09 - I Dream of Jeannie With the Light Brown Hair.mp3
Glenn Miller	Glenn Miller	Glenn Miller, Vol. 3	Holiday for Strings	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller - 10 - Holiday for Strings.mp3
Glenn Miller	Glenn Miller	Glenn Miller, Vol. 3	Serenade in Blue	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller - 11 - Serenade in Blue.mp3
Glenn Miller	Glenn Miller	Glenn Miller, Vol. 3	Danny Boy	S:\Music\Glenn Miller\Glenn Miller, Vol. 3\Glenn Miller - 12 - Danny Boy.mp3
